pid,tid,path
1373291684620000273,300,2439
1373291684620000273,315,2402
1373299543620000151,0,2259
1373299543620000151,15,2258
1373299543620000151,30,2246
1373299543620000151,45,966
1373299543620000151,60,1082
1373299543620000151,75,2360
1373299543620000151,90,1080
1373299543620000151,105,1105
1373299543620000151,120,2409
1373299543620000151,135,1127
1373299543620000151,150,2407
1373299543620000151,165,2403
1373299543620000151,180,1124
1373299543620000151,195,2426
1373299543620000151,210,2425
1373299543620000151,225,2423
1373299543620000151,240,1141
1373299543620000151,255,2440
1373299543620000151,270,1160
1373299543620000151,285,2470
1373299543620000151,300,2439
1373299543620000151,315,1158
1373360084620000199,0,2259
1373360084620000199,15,2258
1373360084620000199,30,2246
1373360084620000199,45,2222
1373360084620000199,60,2216
1373360084620000199,75,2218
1373360084620000199,90,2214
1373360084620000199,105,2183
1373360084620000199,120,2181
1373360084620000199,135,899
1373360084620000199,150,901
1373360084620000199,165,914
1373360084620000199,180,2300
1373360084620000199,195,2296
1373360084620000199,210,1014
1373360084620000199,225,2266
1373360084620000199,240,986
1373360084620000199,255,2354
1373360084620000199,270,1072
1373360084620000199,285,1070
1373360084620000199,300,1069
1373360084620000199,315,2383
1373360084620000199,330,1100
1373360084620000199,345,1158
1373360084620000199,360,2439
1373360084620000199,375,2402
1373371716620000187,0,2259
1373371716620000187,15,2258
1373371716620000187,30,2246
1373371716620000187,45,966
1373371716620000187,60,1082
1373371716620000187,75,2360
1373371716620000187,90,1080
1373371716620000187,105,1105
1373371716620000187,120,2409
1373371716620000187,135,1127
1373371716620000187,150,2407
1373371716620000187,165,2403
1373371716620000187,180,1124
1373371716620000187,195,2426
1373371716620000187,210,2425
1373371716620000187,225,2423
1373371716620000187,240,1141
1373371716620000187,255,2440
1373371716620000187,270,1160
1373371716620000187,285,2470
1373371716620000187,300,2439
1373371716620000187,315,2381
1373379608620000460,0,2259
1373379608620000460,15,2258
1373379608620000460,30,2246
1373379608620000460,45,966
1373379608620000460,60,1082
1373379608620000460,75,2360
1373379608620000460,90,1080
1373379608620000460,105,1105
1373379608620000460,120,2409
1373379608620000460,135,1127
1373379608620000460,150,2407
1373379608620000460,165,2403
1373379608620000460,180,1124
1373379608620000460,195,2426
1373379608620000460,210,2425
1373379608620000460,225,2423
1373379608620000460,240,1141
1373379608620000460,255,2440
1373379608620000460,270,1160
1373379608620000460,285,2470
1373379608620000460,300,2439
1373379608620000460,315,1158
1373457638620000160,0,2259
1373457638620000160,15,2258
1373457638620000160,30,2246
1373457638620000160,45,966
1373457638620000160,60,1082
1373457638620000160,75,2360
1373457638620000160,90,1080
1373457638620000160,105,1105
1373457638620000160,120,2409
1373457638620000160,135,1127
1373457638620000160,150,2407
1373457638620000160,165,2403
1373457638620000160,180,1124
1373457638620000160,195,2426
1373457638620000160,210,2425
1373457638620000160,225,2423
1373457638620000160,240,1141
1373457638620000160,255,2440
1373457638620000160,270,1160
1373457638620000160,285,2470
1373457638620000160,300,2439
1373457638620000160,315,2402
1373457638620000160,330,1121
1373465339620000678,0,2259
1373465339620000678,15,2258
1373465339620000678,30,2246
1373465339620000678,45,2222
1373465339620000678,60,2216
1373465339620000678,75,2218
1373465339620000678,90,2214
1373465339620000678,105,2183
1373465339620000678,120,2181
1373465339620000678,135,899
1373465339620000678,150,901
1373465339620000678,165,914
1373465339620000678,180,2300
1373465339620000678,195,2296
1373465339620000678,210,1014
1373465339620000678,225,2266
1373465339620000678,240,2253
1373465339620000678,255,2238
1373465339620000678,270,2236
1373465339620000678,285,2220
1373465339620000678,300,2210
1373465339620000678,315,2209
1373465339620000678,330,927
1373465339620000678,345,983
1373465339620000678,360,1012
1373465339620000678,375,1039
1373465339620000678,390,2318
1373465339620000678,405,2319
1373465339620000678,420,1038
1373465339620000678,435,1036
1373465339620000678,450,1049
1373465339620000678,465,1114
1373465339620000678,480,1170
1373465339620000678,495,1167
1373465339620000678,510,1168
1373465339620000678,525,1214
1373465339620000678,540,1226
1373465339620000678,555,1239
1373465339620000678,570,1241
1373465339620000678,585,1240
1373465339620000678,600,1242
1373465339620000678,615,2524
1373465339620000678,630,1244
1373465339620000678,645,1245
1373465339620000678,660,2499
1373465339620000678,675,2470
1373465339620000678,690,2439
1373465339620000678,705,1158
1373482179620000351,0,2259
1373482179620000351,15,2258
1373482179620000351,30,2246
1373482179620000351,45,966
1373482179620000351,60,1082
1373482179620000351,75,2360
1373482179620000351,90,1080
1373482179620000351,105,1105
1373482179620000351,120,2409
1373482179620000351,135,1127
1373482179620000351,150,2407
1373482179620000351,165,2403
1373482179620000351,180,1124
1373482179620000351,195,2426
1373482179620000351,210,2425
1373482179620000351,225,2423
1373482179620000351,240,1141
1373482179620000351,255,2440
1373482179620000351,270,1160
1373482179620000351,285,2470
1373482179620000351,300,2439
1373482179620000351,315,2381
1373494134620000678,0,2259
1373494134620000678,15,2258
1373494134620000678,30,2246
1373494134620000678,45,966
1373494134620000678,60,1082
1373494134620000678,75,2360
1373494134620000678,90,1080
1373494134620000678,105,1105
1373494134620000678,120,2409
1373494134620000678,135,1127
1373494134620000678,150,2407
1373494134620000678,165,2403
1373494134620000678,180,1124
1373494134620000678,195,2426
1373494134620000678,210,2425
1373494134620000678,225,2423
1373494134620000678,240,1141
1373494134620000678,255,2440
1373494134620000678,270,1160
1373494134620000678,285,2470
1373494134620000678,300,2439
1373494134620000678,315,2402
1373550427620000484,0,2259
1373550427620000484,15,2258
1373550427620000484,30,2246
1373550427620000484,45,966
1373550427620000484,60,1082
1373550427620000484,75,2360
1373550427620000484,90,1080
1373550427620000484,105,1105
1373550427620000484,120,2409
1373550427620000484,135,1127
1373550427620000484,150,2407
1373550427620000484,165,2403
1373550427620000484,180,1124
1373550427620000484,195,2426
1373550427620000484,210,2425
1373550427620000484,225,2423
1373550427620000484,240,1141
1373550427620000484,255,2440
1373550427620000484,270,1160
1373550427620000484,285,2470
1373550427620000484,300,2439
1373550427620000484,315,2402
1373568564620000572,0,2259
1373568564620000572,15,2258
1373568564620000572,30,2246
1373568564620000572,45,2222
1373568564620000572,60,2216
1373568564620000572,75,2218
1373568564620000572,90,2214
1373568564620000572,105,2183
1373568564620000572,120,2181
1373568564620000572,135,899
1373568564620000572,150,901
1373568564620000572,165,914
1373568564620000572,180,2300
1373568564620000572,195,2296
1373568564620000572,210,1014
1373568564620000572,225,2266
1373568564620000572,240,986
1373568564620000572,255,2354
1373568564620000572,270,1072
1373568564620000572,285,1070
1373568564620000572,300,1069
1373568564620000572,315,2383
1373568564620000572,330,1100
1373573193620000177,0,2259
1373573193620000177,15,2258
1373573193620000177,30,2246
1373573193620000177,45,2222
1373573193620000177,60,2216
1373573193620000177,75,2218
1373573193620000177,90,2214
1373573193620000177,105,2183
1373573193620000177,120,2181
1373573193620000177,135,899
1373573193620000177,150,901
1373573193620000177,165,914
1373573193620000177,180,2300
1373573193620000177,195,2296
1373573193620000177,210,1014
1373573193620000177,225,2266
1373573193620000177,240,2253
1373573193620000177,255,2238
1373573193620000177,270,2236
1373573193620000177,285,956
1373573193620000177,300,1053
1373573193620000177,315,2383
1373573193620000177,330,1100
1373640386620000328,0,2259
1373640386620000328,15,2258
1373640386620000328,30,2246
1373640386620000328,45,966
1373640386620000328,60,1082
1373640386620000328,75,2360
1373640386620000328,90,1080
1373640386620000328,105,1105
1373640386620000328,120,2409
1373640386620000328,135,1127
1373640386620000328,150,2407
1373640386620000328,165,2403
1373640386620000328,180,1124
1373640386620000328,195,2426
1373640386620000328,210,2425
1373640386620000328,225,2423
1373640386620000328,240,1141
1373640386620000328,255,2440
1373640386620000328,270,1160
1373640386620000328,285,2470
1373640386620000328,300,2439
1373640386620000328,315,2381
1373652944620000626,0,2259
1373652944620000626,15,2258
1373652944620000626,30,2246
1373652944620000626,45,2222
1373652944620000626,60,2216
1373652944620000626,75,2218
1373652944620000626,90,2214
1373652944620000626,105,2183
1373652944620000626,120,2181
1373652944620000626,135,899
1373652944620000626,150,901
1373652944620000626,165,914
1373652944620000626,180,2300
1373652944620000626,195,2296
1373652944620000626,210,1014
1373652944620000626,225,2266
1373652944620000626,240,986
1373652944620000626,255,2354
1373652944620000626,270,1072
1373652944620000626,285,1070
1373652944620000626,300,1069
1373652944620000626,315,2383
1373652944620000626,330,1100
1373652944620000626,345,1158
1373652944620000626,360,2439
1373652944620000626,375,2402
1373709478620000678,0,2259
1373709478620000678,15,2258
1373709478620000678,30,2246
1373709478620000678,45,966
1373709478620000678,60,1082
1373709478620000678,75,2360
1373709478620000678,90,1080
1373709478620000678,105,1105
1373709478620000678,120,2409
1373709478620000678,135,1127
1373709478620000678,150,2407
1373709478620000678,165,2403
1373709478620000678,180,1124
1373709478620000678,195,2426
1373709478620000678,210,2425
1373709478620000678,225,2423
1373709478620000678,240,1141
1373709478620000678,255,2440
1373709478620000678,270,1160
1373709478620000678,285,2470
1373709478620000678,300,2439
1373709478620000678,315,2402
1373716287620000243,0,2259
1373716287620000243,15,2258
1373716287620000243,30,2246
1373716287620000243,45,966
1373716287620000243,60,1082
1373716287620000243,75,2360
1373716287620000243,90,1080
1373716287620000243,105,1105
1373716287620000243,120,2409
1373716287620000243,135,1127
1373716287620000243,150,2407
1373716287620000243,165,2403
1373716287620000243,180,1124
1373716287620000243,195,2426
1373716287620000243,210,2425
1373716287620000243,225,2423
1373716287620000243,240,1141
1373716287620000243,255,2440
1373716287620000243,270,1160
1373716287620000243,285,2470
1373716287620000243,300,2439
1373716287620000243,315,2402
1373730776620000393,0,2259
1373730776620000393,15,2258
1373730776620000393,30,2246
1373730776620000393,45,2222
1373730776620000393,60,2216
1373730776620000393,75,2218
1373730776620000393,90,2214
1373730776620000393,105,2183
1373730776620000393,120,2181
1373730776620000393,135,899
1373730776620000393,150,901
1373730776620000393,165,914
1373730776620000393,180,2300
1373730776620000393,195,2296
1373730776620000393,210,1014
1373730776620000393,225,2266
1373730776620000393,240,986
1373730776620000393,255,2354
1373730776620000393,270,1072
1373730776620000393,285,1070
1373730776620000393,300,1069
1373730776620000393,315,2383
1373730776620000393,330,1100
1373802908620000021,0,2259
1373802908620000021,15,2258
1373802908620000021,30,2246
1373802908620000021,45,2222
1373802908620000021,60,2216
1373802908620000021,75,2218
1373802908620000021,90,2214
1373802908620000021,105,2183
1373802908620000021,120,2181
1373802908620000021,135,899
1373802908620000021,150,901
1373802908620000021,165,914
1373802908620000021,180,2300
1373802908620000021,195,2296
1373802908620000021,210,1014
1373802908620000021,225,2266
1373802908620000021,240,986
1373802908620000021,255,2354
1373802908620000021,270,1072
1373802908620000021,285,1070
1373802908620000021,300,1069
1373802908620000021,315,2383
1373802908620000021,330,1100
1373802908620000021,345,1158
1373802908620000021,360,2439
1373802908620000021,375,2402
1373832637620000520,0,2259
1373832637620000520,15,2258
1373832637620000520,30,2246
1373832637620000520,45,966
1373832637620000520,60,1082
1373832637620000520,75,2360
1373832637620000520,90,1080
1373832637620000520,105,1105
1373832637620000520,120,2409
1373832637620000520,135,1127
1373832637620000520,150,2407
1373832637620000520,165,2403
1373832637620000520,180,1124
1373832637620000520,195,2426
1373832637620000520,210,2425
1373832637620000520,225,2423
1373832637620000520,240,1141
1373832637620000520,255,2440
1373832637620000520,270,1160
1373832637620000520,285,2470
1373832637620000520,300,2439
1373832637620000520,315,2381
1373832698620000393,0,2259
1373832698620000393,15,2258
1373832698620000393,30,2246
1373832698620000393,45,2222
1373832698620000393,60,2216
1373832698620000393,75,2218
1373832698620000393,90,2214
1373832698620000393,105,2183
1373832698620000393,120,2181
1373832698620000393,135,899
1373832698620000393,150,901
1373832698620000393,165,914
1373832698620000393,180,2300
1373832698620000393,195,2296
1373832698620000393,210,1014
1373832698620000393,225,2266
1373832698620000393,240,986
1373832698620000393,255,2354
1373832698620000393,270,1072
1373832698620000393,285,1070
1373832698620000393,300,1069
1373832698620000393,315,2383
1373832698620000393,330,1100
1373832698620000393,345,1158
1373832698620000393,360,2439
1373832698620000393,375,2381
1373888945620000578,0,2259
1373888945620000578,15,2258
1373888945620000578,30,2246
1373888945620000578,45,966
1373888945620000578,60,1082
1373888945620000578,75,2360
1373888945620000578,90,1080
1373888945620000578,105,1105
1373888945620000578,120,2409
1373888945620000578,135,1127
1373888945620000578,150,2407
1373888945620000578,165,2403
1373888945620000578,180,1124
1373888945620000578,195,2426
1373888945620000578,210,2425
1373888945620000578,225,2423
1373888945620000578,240,1141
1373888945620000578,255,2440
1373888945620000578,270,1160
1373888945620000578,285,2470
1373888945620000578,300,2439
1373888945620000578,315,2381
1373895494620000500,0,2259
1373895494620000500,15,2258
1373895494620000500,30,2246
1373895494620000500,45,966
1373895494620000500,60,1082
1373895494620000500,75,2360
1373895494620000500,90,1080
1373895494620000500,105,1105
1373895494620000500,120,2409
1373895494620000500,135,1127
1373895494620000500,150,2407
1373895494620000500,165,2403
1373895494620000500,180,1124
1373895494620000500,195,2426
1373895494620000500,210,2425
1373895494620000500,225,2423
1373895494620000500,240,1141
1373895494620000500,255,2440
1373895494620000500,270,1160
1373895494620000500,285,2470
1373895494620000500,300,2439
1373895494620000500,315,2402
1373903928620000687,0,2259
1373903928620000687,15,2258
1373903928620000687,30,2246
1373903928620000687,45,966
1373903928620000687,60,1082
1373903928620000687,75,2360
1373903928620000687,90,1080
1373903928620000687,105,1105
1373903928620000687,120,2409
1373903928620000687,135,1127
1373903928620000687,150,2407
1373903928620000687,165,2403
1373903928620000687,180,1124
1373903928620000687,195,2426
1373903928620000687,210,2425
1373903928620000687,225,2423
1373903928620000687,240,1141
1373903928620000687,255,2440
1373903928620000687,270,1160
1373903928620000687,285,2470
1373903928620000687,300,2439
1373903928620000687,315,1158
1373914565620000542,0,2259
1373914565620000542,15,2258
1373914565620000542,30,2246
1373914565620000542,45,2222
1373914565620000542,60,2216
1373914565620000542,75,2218
1373914565620000542,90,2214
1373914565620000542,105,2183
1373914565620000542,120,2181
1373914565620000542,135,899
1373914565620000542,150,901
1373914565620000542,165,914
1373914565620000542,180,2300
1373914565620000542,195,2296
1373914565620000542,210,1014
1373914565620000542,225,2266
1373914565620000542,240,986
1373914565620000542,255,2354
1373914565620000542,270,1072
1373914565620000542,285,1070
1373914565620000542,300,1069
1373914565620000542,315,2383
1373914565620000542,330,1100
1373914565620000542,345,2402
1373921378620000328,0,2259
1373921378620000328,15,2258
1373921378620000328,30,2246
1373921378620000328,45,966
1373921378620000328,60,1082
1373921378620000328,75,2360
1373921378620000328,90,1080
1373921378620000328,105,1105
1373921378620000328,120,2409
1373921378620000328,135,1127
1373921378620000328,150,2407
1373921378620000328,165,2403
1373921378620000328,180,1124
1373921378620000328,195,2426
1373921378620000328,210,2425
1373921378620000328,225,2423
1373921378620000328,240,2384
1373921378620000328,255,2352
1373921378620000328,270,1069
1373921378620000328,285,2383
1373921378620000328,300,1100
1373976467620000541,0,2259
1373976467620000541,15,2258
1373976467620000541,30,2246
1373976467620000541,45,2222
1373976467620000541,60,2216
1373976467620000541,75,2218
1373976467620000541,90,2214
1373976467620000541,105,2183
1373976467620000541,120,2181
1373976467620000541,135,899
1373976467620000541,150,901
1373976467620000541,165,914
1373976467620000541,180,2300
1373976467620000541,195,2296
1373976467620000541,210,1014
1373976467620000541,225,1016
1373976467620000541,240,1042
1373976467620000541,255,1054
1373976467620000541,270,2354
1373976467620000541,285,1072
1373976467620000541,300,1070
1373976467620000541,315,1069
1373976467620000541,330,2383
1373976467620000541,345,1100
1373976467620000541,360,2402
1373976557620000542,0,2259
1373976557620000542,15,2258
1373976557620000542,30,2246
1373976557620000542,45,2222
1373976557620000542,60,2216
1373976557620000542,75,2218
1373976557620000542,90,2214
1373976557620000542,105,2183
1373976557620000542,120,2181
1373976557620000542,135,899
1373976557620000542,150,901
1373976557620000542,165,914
1373976557620000542,180,2300
1373976557620000542,195,2296
1373976557620000542,210,1014
1373976557620000542,225,2266
1373976557620000542,240,986
1373976557620000542,255,2354
1373976557620000542,270,1072
1373976557620000542,285,1070
1373976557620000542,300,1069
1373976557620000542,315,2383
1373976557620000542,330,1100
1373976557620000542,345,2402
1374000664620000486,0,2259
1374000664620000486,15,2258
1374000664620000486,30,2246
1374000664620000486,45,2222
1374000664620000486,60,2216
1374000664620000486,75,2218
1374000664620000486,90,2214
1374000664620000486,105,2183
1374000664620000486,120,2181
1374000664620000486,135,899
1374000664620000486,150,901
1374000664620000486,165,914
1374000664620000486,180,2300
1374000664620000486,195,2296
1374000664620000486,210,1014
1374000664620000486,225,2266
1374000664620000486,240,986
1374000664620000486,255,2354
1374000664620000486,270,1072
1374000664620000486,285,1070
1374000664620000486,300,1069
1374000664620000486,315,2383
1374000664620000486,330,1100
1374004080620000140,0,2259
1374004080620000140,15,2258
1374004080620000140,30,2246
1374004080620000140,45,966
1374004080620000140,60,1082
1374004080620000140,75,2360
1374004080620000140,90,1080
1374004080620000140,105,1105
1374004080620000140,120,2409
1374004080620000140,135,1127
1374004080620000140,150,2407
1374004080620000140,165,2403
1374004080620000140,180,1124
1374004080620000140,195,2426
1374004080620000140,210,2425
1374004080620000140,225,2423
1374004080620000140,240,1141
1374004080620000140,255,2440
1374004080620000140,270,1160
1374004080620000140,285,2470
1374004080620000140,300,2439
1374004080620000140,315,2402
1374062131620000484,0,2259
1374062131620000484,15,2258
1374062131620000484,30,2246
1374062131620000484,45,966
1374062131620000484,60,1082
1374062131620000484,75,2360
1374062131620000484,90,1080
1374062131620000484,105,1105
1374062131620000484,120,2409
1374062131620000484,135,1127
1374062131620000484,150,2407
1374062131620000484,165,2403
1374062131620000484,180,1124
1374062131620000484,195,2426
1374062131620000484,210,2425
1374062131620000484,225,2423
1374062131620000484,240,1141
1374062131620000484,255,2440
1374062131620000484,270,1160
1374062131620000484,285,2470
1374062131620000484,300,2439
1374062131620000484,315,1158
1374083630620000187,0,2259
1374083630620000187,15,2258
1374083630620000187,30,2246
1374083630620000187,45,966
1374083630620000187,60,1082
1374083630620000187,75,2360
1374083630620000187,90,1080
1374083630620000187,105,1105
1374083630620000187,120,2409
1374083630620000187,135,1127
1374083630620000187,150,2407
1374083630620000187,165,2403
1374083630620000187,180,1124
1374083630620000187,195,2426
1374083630620000187,210,2425
1374083630620000187,225,2423
1374083630620000187,240,1141
1374083630620000187,255,2440
1374083630620000187,270,1160
1374083630620000187,285,2470
1374083630620000187,300,2439
1374083630620000187,315,2402
1374129948620000273,0,2259
1374129948620000273,15,2258
1374129948620000273,30,2246
1374129948620000273,45,966
1374129948620000273,60,1082
1374129948620000273,75,2360
1374129948620000273,90,1080
1374129948620000273,105,1105
1374129948620000273,120,2409
1374129948620000273,135,1127
1374129948620000273,150,2407
1374129948620000273,165,2403
1374129948620000273,180,1124
1374129948620000273,195,2426
1374129948620000273,210,2425
1374129948620000273,225,2423
1374129948620000273,240,1141
1374129948620000273,255,2440
1374129948620000273,270,1160
1374129948620000273,285,2470
1374129948620000273,300,2439
1374129948620000273,315,2402
1374141756620000249,0,2259
1374141756620000249,15,2258
1374141756620000249,30,2246
1374141756620000249,45,966
1374141756620000249,60,1082
1374141756620000249,75,2360
1374141756620000249,90,1080
1374141756620000249,105,1105
1374141756620000249,120,2409
1374141756620000249,135,1127
1374141756620000249,150,2407
1374141756620000249,165,2403
1374141756620000249,180,1124
1374141756620000249,195,2426
1374141756620000249,210,2425
1374141756620000249,225,2423
1374141756620000249,240,1141
1374141756620000249,255,2440
1374141756620000249,270,1160
1374141756620000249,285,2470
1374141756620000249,300,2439
1374141756620000249,315,1158
1374180822620000140,0,2259
1374180822620000140,15,2258
1374180822620000140,30,2246
1374180822620000140,45,966
1374180822620000140,60,1082
1374180822620000140,75,2360
1374180822620000140,90,1080
1374180822620000140,105,1105
1374180822620000140,120,2409
1374180822620000140,135,1127
1374180822620000140,150,2407
1374180822620000140,165,2403
1374180822620000140,180,1124
1374180822620000140,195,2426
1374180822620000140,210,2425
1374180822620000140,225,2423
1374180822620000140,240,1141
1374180822620000140,255,2440
1374180822620000140,270,1160
1374180822620000140,285,2470
1374180822620000140,300,2439
1374180822620000140,315,2402
1374181029620000426,0,2259
1374181029620000426,15,2258
1374181029620000426,30,2246
1374181029620000426,45,2222
1374181029620000426,60,2216
1374181029620000426,75,2218
1374181029620000426,90,2214
1374181029620000426,105,2183
1374181029620000426,120,2181
1374181029620000426,135,899
1374181029620000426,150,901
1374181029620000426,165,914
1374181029620000426,180,2300
1374181029620000426,195,2296
1374181029620000426,210,1014
1374181029620000426,225,2266
1374181029620000426,240,986
1374181029620000426,255,2354
1374181029620000426,270,1072
1374181029620000426,285,1070
1374181029620000426,300,1069
1374181029620000426,315,2383
1374181029620000426,330,1100
1374181029620000426,345,2402
1374234958620000386,0,2259
1374234958620000386,15,2258
1374234958620000386,30,2246
1374234958620000386,45,966
1374234958620000386,60,1082
1374234958620000386,75,2360
1374234958620000386,90,1080
1374234958620000386,105,1105
1374234958620000386,120,2409
1374234958620000386,135,1127
1374234958620000386,150,2407
1374234958620000386,165,2403
1374234958620000386,180,1124
1374234958620000386,195,2426
1374234958620000386,210,2425
1374234958620000386,225,2423
1374234958620000386,240,1141
1374234958620000386,255,2440
1374234958620000386,270,1160
1374234958620000386,285,2470
1374234958620000386,300,2439
1374234958620000386,315,2381
1374415059620000500,0,2259
1374415059620000500,15,2258
1374415059620000500,30,2246
1374415059620000500,45,2222
1374415059620000500,60,2216
1374415059620000500,75,2218
1374415059620000500,90,2214
1374415059620000500,105,2183
1374415059620000500,120,2181
1374415059620000500,135,899
1374415059620000500,150,901
1374415059620000500,165,914
1374415059620000500,180,2300
1374415059620000500,195,2296
1374415059620000500,210,1014
1374415059620000500,225,2266
1374415059620000500,240,986
