pid,tid,path
1,885,2129
1,900,244
1,915,255
1,930,264
1,945,284
1,960,321
1,975,359
1,990,2268
1,1005,2195
1,1020,2123
1,1035,2021
1,1050,2019
1,1065,134
1,1080,2018
1,1095,2017
1,1110,2015
1,1125,128
1,1140,1994
1,1155,1995
1,1170,1961
1,1185,1946
1,1200,1938
1,1215,1936
1,1230,1922
1,1245,1920
1,1260,1917
1,1275,1916
1,1290,1914
1,1305,1915
1,1320,1911
1,1335,24
1,1350,1906
1,1365,1905
1,1380,18
1,1395,32
1,1410,1928
1,1425,1926
1,1440,1924
1,1455,37
1,1470,1934
1,1485,47
1,1500,1930
1,1515,45
1,1530,1940
1,1545,1942
1,1560,55
1,1575,1979
1,1590,92
1,1605,2006
1,1620,119
1,1635,2030
1,1650,143
1,1665,146
1,1680,169
1,1695,192
1,1710,193
1,1725,246
1,1740,268
1,1755,2214
1,1770,329
1,1785,364
1,1800,396
1,1815,2316
1,1830,429
1,1845,2351
1,1860,463
1,1875,520
1,1890,622
1,1905,660
1,1920,889
1,1935,890
1,1950,933
1,1965,1003
1,1980,1024
1,1995,1057
1,2010,1058
1,2025,1176
1,2040,1231
1,2055,1230
1,2070,1259
1,2085,1420
1,2100,1450
1,2115,1590
1,2130,3595
1,2145,1710
1,2160,3582
1,2175,3543
1,2190,3490
1,2205,1603
1,2220,1605
1,2235,3448
1,2250,3405
1,2265,3406
1,2280,3365
1,2295,3283
2,0,1857
2,15,1871
2,30,1872
2,45,1879
2,60,3766
2,75,3750
2,90,3744
2,105,3720
2,120,3722
2,135,3651
2,150,3623
2,165,3592
2,180,3581
2,195,3554
2,210,3537
2,225,3475
2,240,3426
2,255,3428
2,270,3402
2,285,3381
2,300,3382
2,315,3361
2,330,3322
2,345,3323
2,360,3325
2,375,3303
2,390,3210
2,405,3175
2,420,3177
2,435,3178
2,450,3115
2,465,3090
2,480,3032
2,495,2988
2,510,2990
2,525,2880
2,540,2688
2,555,2631
2,570,2630
2,585,2600
2,600,2601
2,615,2544
2,630,2506
2,645,2507
2,660,2438
2,675,2439
2,690,2440
2,705,2348
2,720,2347
2,735,2312
2,750,2313
2,765,2277
2,780,2275
2,795,2276
2,810,2246
2,825,2248
2,840,2209
2,855,2196
2,870,2171
2,885,2173
2,900,2152
2,915,2129
2,930,2075
2,945,2054
2,960,2024
2,975,2026
2,990,2004
2,1005,2003
2,1020,2001
2,1035,1999
2,1050,114
2,1065,136
2,1080,2019
2,1095,134
2,1110,2018
2,1125,2017
2,1140,2015
2,1155,128
2,1170,1994
2,1185,1995
2,1200,1961
2,1215,1946
2,1230,1938
2,1245,1936
2,1260,1922
2,1275,1920
2,1290,1917
2,1305,1916
2,1320,1912
2,1335,1908
2,1350,21
2,1365,71
2,1380,104
2,1395,155
2,1410,281
2,1425,304
2,1440,414
2,1455,442
2,1470,576
2,1485,603
2,1500,2642
2,1515,2640
2,1530,2638
2,1545,2617
2,1560,2615
2,1575,2584
2,1590,2583
2,1605,2582
2,1620,2581
2,1635,2552
2,1650,2550
2,1665,2551
2,1680,2548
2,1695,2515
2,1710,2513
2,1725,2384
2,1740,2297
2,1755,2189
2,1770,2146
2,1785,2084
2,1800,2007
2,1815,1939
2,1830,1942
2,1845,55
2,1860,1979
2,1875,92
2,1890,2006
2,1905,119
2,1920,2030
2,1935,143
2,1950,146
2,1965,169
2,1980,192
2,1995,193
2,2010,246
2,2025,268
2,2040,2214
2,2055,329
2,2070,364
2,2085,396
2,2100,2316
2,2115,429
2,2130,2351
2,2145,463
2,2160,520
2,2175,622
2,2190,660
2,2205,889
2,2220,890
2,2235,933
2,2250,1003
2,2265,1024
2,2280,1057
2,2295,1058
2,2310,1176
2,2325,1231
2,2340,1230
2,2355,1259
2,2370,1420
2,2385,1450
2,2400,1590
2,2415,3595
2,2430,1710
2,2445,1712
2,2460,3557
2,2475,1670
2,2490,3544
2,2505,3493
2,2520,3447
2,2535,3405
2,2550,3406
2,2565,3365
2,2580,3283
2,2595,1397
3,0,1857
3,15,1871
3,30,1872
3,45,1879
3,60,3766
3,75,3750
3,90,3744
3,105,3720
3,120,3722
3,135,3651
3,150,3623
3,165,3592
3,180,3581
3,195,3554
3,210,3537
3,225,3475
3,240,3426
3,255,3428
3,270,3402
3,285,3381
3,300,3382
3,315,3361
3,330,3322
3,345,3323
3,360,3325
3,375,3303
3,390,3210
3,405,3175
3,420,3177
3,435,3178
3,450,3115
3,465,3090
3,480,3032
3,495,2988
3,510,2990
3,525,2880
3,540,2688
3,555,2631
3,570,2630
3,585,2600
3,600,2601
3,615,2544
3,630,2506
3,645,2507
3,660,2438
3,675,2439
3,690,2440
3,705,2348
3,720,2347
3,735,2312
3,750,2313
3,765,2277
3,780,2275
3,795,2276
3,810,2246
3,825,2248
3,840,2209
3,855,2196
3,870,2171
3,885,2173
3,900,2152
3,915,2129
3,930,2075
3,945,2054
3,960,2024
3,975,2026
3,990,2004
3,1005,2003
3,1020,2001
3,1035,1999
3,1050,114
3,1065,136
3,1080,2019
3,1095,134
3,1110,2018
3,1125,2017
3,1140,2015
3,1155,128
3,1170,1994
3,1185,1995
3,1200,1961
3,1215,1946
3,1230,1938
3,1245,1936
3,1260,1922
3,1275,1920
3,1290,1917
3,1305,1916
3,1320,1912
3,1335,1908
3,1350,1909
3,1365,1906
3,1380,1905
3,1395,18
3,1410,32
3,1425,1928
3,1440,1926
3,1455,1924
3,1470,37
3,1485,1934
3,1500,47
3,1515,1930
3,1530,45
3,1545,1940
3,1560,1942
3,1575,55
3,1590,1979
3,1605,92
3,1620,2006
3,1635,119
3,1650,2030
3,1665,143
3,1680,146
3,1695,169
3,1710,192
3,1725,193
3,1740,245
3,1755,295
3,1770,312
3,1785,332
3,1800,367
3,1815,2257
3,1830,372
3,1845,400
3,1860,402
3,1875,472
3,1890,562
3,1905,595
3,1920,2576
3,1935,689
3,1950,721
3,1965,751
3,1980,750
3,1995,777
3,2010,843
3,2025,2823
3,2040,938
3,2055,2853
3,2070,966
3,2085,2915
3,2100,1028
3,2115,1084
3,2130,1106
3,2145,1121
3,2160,3034
3,2175,1147
3,2190,1177
3,2205,1209
3,2220,1259
3,2235,1420
3,2250,1450
3,2265,1590
3,2280,3595
3,2295,1710
3,2310,3582
3,2325,3543
3,2340,3490
3,2355,1603
3,2370,1605
3,2385,3448
3,2400,3405
3,2415,3406
3,2430,3365
3,2445,3283
4,0,1857
4,15,1871
4,30,1872
4,45,1879
4,60,3766
4,75,3750
4,90,3744
4,105,3720
4,120,3722
4,135,3651
4,150,3623
4,165,3592
4,180,3581
4,195,3554
4,210,3537
4,225,3475
4,240,3426
4,255,3428
4,270,3402
4,285,3381
4,300,3382
4,315,3361
4,330,3322
4,345,3323
4,360,3325
4,375,3303
4,390,3210
4,405,3175
4,420,3177
4,435,3178
4,450,3115
4,465,3090
4,480,3032
4,495,2988
4,510,2990
4,525,2880
4,540,2688
4,555,2631
4,570,2630
4,585,2600
4,600,2601
4,615,2544
4,630,2506
4,645,2507
4,660,2438
4,675,2439
4,690,2440
4,705,2348
4,720,2347
4,735,2312
4,750,2313
4,765,2277
4,780,2275
4,795,2276
4,810,2246
4,825,2248
4,840,2209
4,855,2196
4,870,2171
4,885,2173
4,900,2152
4,915,2129
4,930,2075
4,945,2054
4,960,2024
4,975,2026
4,990,2004
4,1005,2003
4,1020,2001
4,1035,1999
4,1050,114
4,1065,136
4,1080,2019
4,1095,134
4,1110,2018
4,1125,2017
4,1140,2015
4,1155,128
4,1170,1994
4,1185,1995
4,1200,1961
4,1215,1946
4,1230,1938
4,1245,1936
4,1260,1922
4,1275,1920
4,1290,1917
4,1305,1916
4,1320,1912
4,1335,1908
4,1350,1909
4,1365,1906
4,1380,1905
4,1395,18
4,1410,32
4,1425,1928
4,1440,1926
4,1455,39
4,1470,86
4,1485,85
4,1500,147
4,1515,200
4,1530,2147
4,1545,262
4,1560,303
4,1575,2295
4,1590,410
4,1605,437
4,1620,474
4,1635,2450
4,1650,563
4,1665,2448
4,1680,2358
4,1695,2322
4,1710,2259
4,1725,2157
4,1740,2142
4,1755,2101
4,1770,2077
4,1785,193
4,1800,246
4,1815,268
4,1830,2214
4,1845,329
4,1860,364
4,1875,396
4,1890,2316
4,1905,429
4,1920,2351
4,1935,463
4,1950,520
4,1965,622
4,1980,660
4,1995,889
4,2010,890
4,2025,933
4,2040,1003
4,2055,1024
4,2070,1057
4,2085,1058
4,2100,1176
4,2115,1231
4,2130,1230
4,2145,1259
4,2160,1420
4,2175,1450
4,2190,1590
4,2205,3595
4,2220,1710
4,2235,1712
4,2250,3557
4,2265,1670
4,2280,3544
4,2295,3493
4,2310,3447
4,2325,3405
4,2340,3406
4,2355,3365
4,2370,3283
4,2385,1396
5,0,3740
5,15,3620
5,30,3589
5,45,3578
5,60,3580
5,75,3576
5,90,3534
5,105,3532
5,120,1645
5,135,1647
5,150,1665
5,165,3681
5,180,3677
5,195,1790
5,210,3644
5,225,3628
5,240,3611
5,255,3609
5,270,3587
5,285,3572
5,300,3571
5,315,3499
5,330,3438
5,345,3353
5,360,3352
5,375,3350
5,390,3349
5,405,3346
5,420,3344
5,435,1459
5,450,1504
5,465,1532
5,480,1548
5,495,1634
5,510,3559
5,525,1674
5,540,3496
5,555,3432
5,570,3433
5,585,3414
5,600,1529
5,615,3412
5,630,3410
5,645,3408
5,660,3407
5,675,3365
5,690,3283
5,705,1397
6,0,3740
6,15,3620
6,30,3589
6,45,3578
6,60,3580
6,75,3576
6,90,3534
6,105,3532
6,120,1645
6,135,1647
6,150,1665
6,165,3681
6,180,3677
6,195,1790
6,210,3644
6,225,3628
6,240,3611
6,255,3609
6,270,3587
6,285,3572
6,300,3571
6,315,1684
6,330,1756
6,345,1788
6,360,1817
6,375,3701
6,390,3702
6,405,3698
6,420,3699
6,435,3695
6,450,3671
6,465,3669
6,480,1782
6,495,3664
6,510,1780
6,525,3663
6,540,3662
6,555,1775
6,570,3658
6,585,3657
6,600,3625
6,615,3584
6,630,3519
6,645,1634
6,660,3559
6,675,1674
6,690,3496
6,705,3432
6,720,3430
6,735,3431
6,750,3412
6,765,3410
6,780,3408
6,795,3407
6,810,3365
6,825,3283
7,0,3740
7,15,3620
7,30,3589
7,45,3578
7,60,3580
7,75,3576
7,90,3534
7,105,3532
7,120,1645
7,135,1647
7,150,1665
7,165,3681
7,180,3677
7,195,1790
7,210,3644
7,225,3628
7,240,3611
7,255,3609
7,270,3587
7,285,3572
7,300,3571
7,315,3499
7,330,3438
7,345,3353
7,360,1468
7,375,3290
7,390,3133
7,405,2983
7,420,2868
7,435,2844
7,450,2843
7,465,2842
7,480,955
7,495,2788
7,510,2765
7,525,2764
7,540,2735
7,555,2716
7,570,2714
7,585,2712
7,600,2710
7,615,825
7,630,901
7,645,977
7,660,2861
7,675,2807
7,690,920
7,705,2835
7,720,2831
7,735,2833
7,750,946
7,765,973
7,780,1109
7,795,1160
7,810,3099
7,825,1214
8,0,3740
8,15,3620
8,30,3589
8,45,3578
8,60,3580
8,75,3576
8,90,3534
8,105,3532
8,120,1645
8,135,1647
8,150,1665
8,165,3681
8,180,3677
8,195,1790
8,210,3644
8,225,3628
8,240,3611
8,255,3609
8,270,3587
8,285,3572
8,300,3571
8,315,1684
8,330,1756
8,345,1788
8,360,1817
8,375,3701
8,390,3702
8,405,3698
8,420,3699
8,435,3695
8,450,3671
8,465,3669
8,480,1782
8,495,3664
8,510,1780
8,525,3663
8,540,3662
8,555,1775
8,570,3658
8,585,3657
8,600,1770
8,615,1802
8,630,1825
8,645,3687
8,660,3653
8,675,3635
8,690,1749
8,705,1767
8,720,1801
8,735,3711
8,750,3688
8,765,3656
8,780,1770
8,795,1802
8,810,1825
8,825,3687
8,840,3653
8,855,3635
8,870,3496
8,885,3432
8,900,3430
8,915,3431
8,930,3412
8,945,3410
8,960,3408
8,975,3407
8,990,1520
8,1005,3406
8,1020,3365
8,1035,3283
8,1050,1397
9,0,1857
9,15,1871
9,30,1872
9,45,1879
9,60,3766
9,75,3750
9,90,3744
9,105,3720
9,120,3722
9,135,3651
9,150,3623
9,165,3592
9,180,3581
9,195,3554
9,210,3537
9,225,3475
9,240,3426
9,255,3428
9,270,3402
9,285,3381
9,300,3382
9,315,3361
9,330,3322
9,345,3323
9,360,3325
9,375,3303
9,390,3210
9,405,3175
9,420,3177
9,435,3178
9,450,3115
9,465,3090
9,480,3032
9,495,2988
9,510,2990
9,525,2880
9,540,2688
9,555,2631
9,570,2630
9,585,2600
9,600,2601
9,615,2544
9,630,2506
9,645,2507
9,660,2438
9,675,2439
9,690,2440
9,705,2348
9,720,2347
9,735,2312
9,750,2313
9,765,2277
9,780,2275
9,795,2276
9,810,2246
9,825,2248
9,840,2209
9,855,2196
9,870,2171
9,885,2173
9,900,2152
9,915,2129
9,930,2075
9,945,2054
9,960,2024
9,975,2026
9,990,2004
9,1005,2003
9,1020,2001
9,1035,1999
9,1050,114
9,1065,136
9,1080,2019
9,1095,134
9,1110,2018
9,1125,2017
9,1140,2015
9,1155,128
9,1170,1994
9,1185,1995
9,1200,1961
9,1215,1946
9,1230,1938
9,1245,1936
9,1260,1922
9,1275,1920
9,1290,1917
9,1305,1916
9,1320,1914
9,1335,1915
9,1350,1911
9,1365,24
9,1380,1906
9,1395,1905
9,1410,18
9,1425,32
9,1440,1928
9,1455,1926
9,1470,1924
9,1485,37
9,1500,1934
9,1515,47
9,1530,1930
9,1545,45
9,1560,1940
9,1575,1942
9,1590,55
9,1605,1941
9,1620,56
9,1635,54
9,1650,1931
9,1665,44
9,1680,1933
9,1695,48
9,1710,1923
9,1725,37
9,1740,1934
9,1755,47
9,1770,1930
9,1785,45
9,1800,1940
9,1815,1942
9,1830,55
9,1845,1979
9,1860,93
9,1875,1941
9,1890,56
9,1905,54
9,1920,1931
9,1935,44
9,1950,1933
9,1965,48
9,1980,1923
9,1995,38
9,2010,1924
9,2025,37
9,2040,1934
9,2055,47
9,2070,1930
9,2085,45
9,2100,1940
9,2115,1942
9,2130,55
9,2145,1979
9,2160,92
9,2175,2006
9,2190,119
9,2205,2030
9,2220,143
9,2235,146
9,2250,169
9,2265,192
9,2280,193
9,2295,246
9,2310,268
9,2325,2214
9,2340,329
9,2355,364
9,2370,396
9,2385,2316
9,2400,429
9,2415,2351
9,2430,463
9,2445,520
9,2460,622
9,2475,660
9,2490,889
9,2505,890
9,2520,933
9,2535,1003
9,2550,1024
9,2565,1057
9,2580,1058
9,2595,1176
9,2610,1231
9,2625,1230
9,2640,1259
9,2655,1420
9,2670,1450
9,2685,1590
9,2700,3595
9,2715,1710
9,2730,1712
9,2745,3557
9,2760,1670
9,2775,3544
9,2790,3493
9,2805,3447
9,2820,3405
9,2835,3406
9,2850,3365
9,2865,3283
9,2880,1396
1372680098620000093,0,3634
1372680098620000093,15,1748
1372680098620000093,30,1857
1372680098620000093,45,1871
1372680098620000093,60,1872
1372680098620000093,75,1879
1372680098620000093,90,3771
1372680098620000093,105,3767
1372680098620000093,120,3759
1372680098620000093,135,3751
1372680098620000093,150,3721
1372680098620000093,165,3722
1372680098620000093,180,3651
1372680098620000093,195,3623
1372680098620000093,210,3592
1372680098620000093,225,3581
1372680098620000093,240,3554
1372680098620000093,255,3537
1372680098620000093,270,3475
1372680098620000093,285,3426
1372680098620000093,300,3428
1372680098620000093,315,3402
1372680098620000093,330,3381
1372680098620000093,345,3382
1372680098620000093,360,3361
1372680098620000093,375,3322
1372680098620000093,390,3323
1372680098620000093,405,3325
1372680098620000093,420,3303
1372680098620000093,435,3210
1372680098620000093,450,3175
1372680098620000093,465,3177
1372680098620000093,480,3178
1372680098620000093,495,3115
1372680098620000093,510,3090
1372680098620000093,525,3032
1372680098620000093,540,2988
1372680098620000093,555,2990
1372680098620000093,570,2880
1372680098620000093,585,2688
1372680098620000093,600,2631
1372680098620000093,615,2630
1372680098620000093,630,2600
1372680098620000093,645,2601
1372680098620000093,660,2544
1372680098620000093,675,2506
1372680098620000093,690,2507
1372680098620000093,705,2438
1372680098620000093,720,2439
1372680098620000093,735,2440
1372680098620000093,750,2348
1372680098620000093,765,2347
1372680098620000093,780,2312
1372680098620000093,795,2313
1372680098620000093,810,2277
1372680098620000093,825,2275
1372680098620000093,840,2276
1372680098620000093,855,2246
1372680098620000093,870,2248
1372680098620000093,885,2209
1372680098620000093,900,2196
1372680098620000093,915,2171
1372680098620000093,930,2173
1372680098620000093,945,2152
1372680098620000093,960,2129
1372680098620000093,975,2075
1372680098620000093,990,2054
1372680098620000093,1005,2024
1372680098620000093,1020,2026
1372680098620000093,1035,2004
1372680098620000093,1050,2003
1372680098620000093,1065,2001
1372680098620000093,1080,1999
1372680098620000093,1095,114
1372680098620000093,1110,136
1372680098620000093,1125,2019
1372680098620000093,1140,134
1372680098620000093,1155,2018
1372680098620000093,1170,2017
1372680098620000093,1185,2015
1372680098620000093,1200,128
1372680098620000093,1215,1994
1372680098620000093,1230,1995
1372680098620000093,1245,1961
1372680098620000093,1260,1946
1372680098620000093,1275,1938
1372680098620000093,1290,1936
1372680098620000093,1305,1922
1372680098620000093,1320,1920
1372680098620000093,1335,1917
1372680098620000093,1350,1916
1372680098620000093,1365,1914
1372680098620000093,1380,1915
1372680098620000093,1395,1911
1372680098620000093,1410,24
1372680098620000093,1425,1906
1372680098620000093,1440,1905
1372680098620000093,1455,18
1372680098620000093,1470,32
1372680098620000093,1485,1928
1372680098620000093,1500,1926
1372680098620000093,1515,1924
1372680098620000093,1530,37
1372680098620000093,1545,1934
1372680098620000093,1560,47
1372680098620000093,1575,1930
1372680098620000093,1590,45
1372680098620000093,1605,1940
1372680098620000093,1620,1942
1372680098620000093,1635,55
1372680098620000093,1650,1979
1372680098620000093,1665,92
1372680098620000093,1680,2006
1372680098620000093,1695,119
1372680098620000093,1710,2030
1372680098620000093,1725,143
1372680098620000093,1740,146
1372680098620000093,1755,169
1372680098620000093,1770,192
1372680098620000093,1785,193
1372680098620000093,1800,246
1372680098620000093,1815,268
1372680098620000093,1830,2214
1372680098620000093,1845,329
1372680098620000093,1860,364
1372680098620000093,1875,396
1372680098620000093,1890,2316
1372680098620000093,1905,429
1372680098620000093,1920,2351
1372680098620000093,1935,463
1372680098620000093,1950,520
1372680098620000093,1965,622
1372680098620000093,1980,660
1372680098620000093,1995,889
1372680098620000093,2010,890
1372680098620000093,2025,933
1372680098620000093,2040,1003
1372680098620000093,2055,1024
1372680098620000093,2070,1057
1372680098620000093,2085,1058
1372680098620000093,2100,1176
1372680098620000093,2115,1231
1372680098620000093,2130,1230
1372680098620000093,2145,1259
1372680098620000093,2160,1420
1372680098620000093,2175,1450
1372680098620000093,2190,1590
1372680098620000093,2205,3595
1372680098620000093,2220,1710
1372680098620000093,2235,3582
1372680098620000093,2250,3543
1372680098620000093,2265,3490
1372680098620000093,2280,1603
1372680098620000093,2295,1605
1372680098620000093,2310,3448
1372680098620000093,2325,3405
1372680098620000093,2340,3406
1372680098620000093,2355,3365
1372680098620000093,2370,3283
1372687171620000140,0,3634
1372687171620000140,15,3633
1372687171620000140,30,3619
1372687171620000140,45,3589
1372687171620000140,60,3578
1372687171620000140,75,3580
1372687171620000140,90,3576
1372687171620000140,105,3534
1372687171620000140,120,3532
1372687171620000140,135,1645
1372687171620000140,150,1647
1372687171620000140,165,1665
1372687171620000140,180,3681
1372687171620000140,195,3677
1372687171620000140,210,1790
1372687171620000140,225,3644
1372687171620000140,240,3628
1372687171620000140,255,3611
1372687171620000140,270,3609
1372687171620000140,285,3587
1372687171620000140,300,3572
1372687171620000140,315,3571
1372687171620000140,330,1684
1372687171620000140,345,1756
1372687171620000140,360,1788
1372687171620000140,375,1817
1372687171620000140,390,3701
1372687171620000140,405,3702
1372687171620000140,420,3698
1372687171620000140,435,3699
1372687171620000140,450,3695
1372687171620000140,465,3671
1372687171620000140,480,3669
1372687171620000140,495,1782
1372687171620000140,510,3664
1372687171620000140,525,1780
1372687171620000140,540,3663
1372687171620000140,555,3662
1372687171620000140,570,1775
1372687171620000140,585,3658
1372687171620000140,600,3657
1372687171620000140,615,1770
1372687171620000140,630,1802
1372687171620000140,645,1825
1372687171620000140,660,3687
1372687171620000140,675,3653
1372687171620000140,690,3635
1372687171620000140,705,3496
1372687171620000140,720,3432
1372687171620000140,735,3433
1372687171620000140,750,3414
1372687171620000140,765,1529
1372687171620000140,780,3412
1372687171620000140,795,3410
1372687171620000140,810,3408
1372687171620000140,825,3407
1372687171620000140,840,3365
1372687171620000140,855,3283
1372687171620000140,870,1396
1372694972620000024,0,3634
1372694972620000024,15,3633
1372694972620000024,30,3619
1372694972620000024,45,3589
1372694972620000024,60,3578
1372694972620000024,75,3580
1372694972620000024,90,3576
1372694972620000024,105,3534
1372694972620000024,120,3532
1372694972620000024,135,1645
1372694972620000024,150,1647
1372694972620000024,165,1665
1372694972620000024,180,3681
1372694972620000024,195,3677
1372694972620000024,210,1790
1372694972620000024,225,3644
1372694972620000024,240,1759
1372694972620000024,255,3732
1372694972620000024,270,1845
1372694972620000024,285,1843
1372694972620000024,300,1842
1372694972620000024,315,3753
1372694972620000024,330,3726
1372694972620000024,345,3725
1372694972620000024,360,3713
1372694972620000024,375,3701
1372694972620000024,390,3702
1372694972620000024,405,3698
1372694972620000024,420,3699
1372694972620000024,435,3695
1372694972620000024,450,3671
1372694972620000024,465,3669
1372694972620000024,480,1782
1372694972620000024,495,3664
1372694972620000024,510,1780
1372694972620000024,525,3663
1372694972620000024,540,3662
1372694972620000024,555,1775
1372694972620000024,570,3658
1372694972620000024,585,3657
1372694972620000024,600,1770
1372694972620000024,615,1802
1372694972620000024,630,1825
1372694972620000024,645,3687
1372694972620000024,660,3653
1372694972620000024,675,3635
1372694972620000024,690,3496
1372694972620000024,705,3432
1372694972620000024,720,3433
1372694972620000024,735,3414
1372694972620000024,750,1529
1372694972620000024,765,3412
1372694972620000024,780,3410
1372694972620000024,795,3408
1372694972620000024,810,3407
1372694972620000024,825,3365
1372694972620000024,840,3283
1372694972620000024,855,3218
1372704879620000199,0,3634
1372704879620000199,15,3633
1372704879620000199,30,3619
1372704879620000199,45,3589
1372704879620000199,60,3578
1372704879620000199,75,3580
1372704879620000199,90,3576
1372704879620000199,105,3534
1372704879620000199,120,3532
1372704879620000199,135,1645
1372704879620000199,150,1647
1372704879620000199,165,1665
1372704879620000199,180,3681
1372704879620000199,195,3677
1372704879620000199,210,1790
1372704879620000199,225,3644
1372704879620000199,240,3628
1372704879620000199,255,3611
1372704879620000199,270,3609
1372704879620000199,285,3587
1372704879620000199,300,3572
1372704879620000199,315,3571
1372704879620000199,330,3499
1372704879620000199,345,3438
1372704879620000199,360,3353
1372704879620000199,375,3352
1372704879620000199,390,3350
1372704879620000199,405,3349
1372704879620000199,420,3346
1372704879620000199,435,3268
1372704879620000199,450,3265
1372704879620000199,465,3160
1372704879620000199,480,3158
1372704879620000199,495,3130
1372704879620000199,510,3131
1372704879620000199,525,3128
1372704879620000199,540,3102
1372704879620000199,555,3073
1372704879620000199,570,3071
1372704879620000199,585,3045
1372704879620000199,600,2995
1372704879620000199,615,2947
1372704879620000199,630,1062
1372704879620000199,645,1089
1372704879620000199,660,1108
1372704879620000199,675,1183
1372704879620000199,690,1214
1372704879620000199,705,1306
1372704879620000199,720,1332
1372704879620000199,735,1397
1372752091620000541,0,3634
1372752091620000541,15,3633
1372752091620000541,30,3619
1372752091620000541,45,3589
1372752091620000541,60,3578
1372752091620000541,75,3580
1372752091620000541,90,3576
1372752091620000541,105,3534
1372752091620000541,120,3532
1372752091620000541,135,1645
1372752091620000541,150,1647
1372752091620000541,165,1665
1372752091620000541,180,3681
1372752091620000541,195,3677
1372752091620000541,210,1790
1372752091620000541,225,3644
1372752091620000541,240,1759
1372752091620000541,255,3732
1372752091620000541,270,1845
1372752091620000541,285,1843
1372752091620000541,300,1842
1372752091620000541,315,3753
1372752091620000541,330,3726
1372752091620000541,345,3725
1372752091620000541,360,3713
1372752091620000541,375,3701
1372752091620000541,390,3702
1372752091620000541,405,3698
1372752091620000541,420,3699
1372752091620000541,435,3695
1372752091620000541,450,3671
1372752091620000541,465,3669
1372752091620000541,480,1782
1372752091620000541,495,3664
1372752091620000541,510,1780
1372752091620000541,525,3663
1372752091620000541,540,3662
1372752091620000541,555,1775
1372752091620000541,570,3658
1372752091620000541,585,3657
1372752091620000541,600,1770
1372752091620000541,615,1802
1372752091620000541,630,1825
1372752091620000541,645,3687
1372752091620000541,660,3653
1372752091620000541,675,3635
1372752091620000541,690,3496
1372752091620000541,705,3432
1372752091620000541,720,3430
1372752091620000541,735,3431
1372752091620000541,750,3412
1372752091620000541,765,3410
1372752091620000541,780,3408
1372752091620000541,795,3407
1372752091620000541,810,3365
1372752091620000541,825,3283
1372752091620000541,840,1396
1372798639620000594,0,3634
1372798639620000594,15,3633
1372798639620000594,30,3619
1372798639620000594,45,3589
1372798639620000594,60,3578
1372798639620000594,75,3580
1372798639620000594,90,3576
1372798639620000594,105,3534
1372798639620000594,120,3532
1372798639620000594,135,1645
1372798639620000594,150,1647
1372798639620000594,165,1665
1372798639620000594,180,3681
1372798639620000594,195,3677
1372798639620000594,210,1790
1372798639620000594,225,3644
1372798639620000594,240,3628
1372798639620000594,255,3611
1372798639620000594,270,3609
1372798639620000594,285,3587
1372798639620000594,300,3572
1372798639620000594,315,3571
