travel_id,link_id,distance,num,direct,density,density_num
123,367,109.43302045183492,1.0,117.63579162086114,17,1672.0
124,372,66.27358785241972,1.0,98.15275382753772,19,2249.0
125,381,56.12090799400744,1.0,201.6697011657089,5,514.0
126,389,37.540986935570174,2.0,112.47767704115051,16,4102.0
127,390,14.11803563586836,2.0,139.57161995609613,18,4613.0
128,391,8.290800139588264,2.0,125.21540440713608,16,4102.0
129,392,55.40523406511317,1.0,144.122702819364,39,4100.0
130,393,61.819977846572485,44.0,104.39868441272608,40,3805.0
131,395,10.889549575484727,10.0,113.74776379201052,34,3522.0
132,396,39.47269669643709,446.0,221.73189490251607,41,3806.0
133,397,37.48224935394765,70.0,147.15277083388958,44,3766.0
134,400,55.47894512652133,1.0,105.28951912949094,12,1026.0
135,402,73.91612935513267,1.0,151.5872605932028,11,15.0
136,410,40.07387025214703,1.0,218.12750771581184,14,20.0
137,414,58.4329527766853,1.0,163.3284459384746,7,7.0
138,418,174.70054838273984,1.0,213.7641401522484,4,7.0
139,426,148.84367415360168,2.0,104.82039666415994,12,3078.0
140,427,17.22394958602729,2.0,161.14541594699494,16,4102.0
141,428,113.27204916503032,1.0,132.04479483518196,45,4454.0
142,429,51.1815061455493,436.0,234.82760214015235,35,3523.0
143,430,0.3989482393157174,8.0,89.99999842139806,40,3736.0
144,431,38.04115403064026,70.0,132.87650588561883,38,3773.0
145,432,1.6388958970557097,71.0,165.96267519339472,40,3761.0
146,437,91.17387617822374,1.0,250.4382427292462,11,19.0
147,442,149.205914401173,1.0,161.96781688270482,10,20.0
148,446,166.83759370177546,1.0,217.94718038513705,5,5.0
149,461,52.41307401968014,2.0,85.63488556003176,7,1541.0
150,462,215.084398046412,1.0,131.9113726627674,24,4625.0
151,463,146.660240702147,436.0,238.0822827503772,17,1352.0
152,465,13.372145081410071,2.0,30.38110153630538,32,3450.0
153,466,22.12729127162643,70.0,162.21475029629505,34,3337.0
154,472,136.7685054639012,1.0,155.74208572309465,14,160.0
155,474,255.82250876739263,1.0,241.0996827573393,16,24.0
156,491,95.37000016139984,1.0,82.43430341702896,44,3766.0
157,493,35.29818532304323,71.0,126.73825118128995,32,3323.0
158,494,67.6255320595628,71.0,136.42962151399115,26,2808.0
159,502,55.51426896494608,1.0,183.65306424449685,15,44.0
160,508,144.11117760211238,1.0,181.91733318051408,6,10.0
161,520,274.28858598879856,436.0,240.708911267445,8,885.0
162,523,95.9791770909313,70.0,136.18037834354112,21,1726.0
163,525,40.94724761150485,1.0,201.0790919624652,27,2812.0
164,526,3.6125248733247255,70.0,96.33967412449783,26,2808.0
165,533,95.37451170698624,1.0,183.47759954017897,16,47.0
166,535,116.88967115028984,1.0,174.16157959639588,11,23.0
167,552,77.0589356447511,1.0,152.50245411991295,30,6154.0
168,553,3.0283887363799646,1.0,156.7997431535158,30,6154.0
169,554,5.419101005910167,1.0,126.02517333798062,30,6154.0
170,556,212.20926326538992,1.0,193.6543317538803,32,2313.0
171,559,37.55352960500703,1.0,227.1881949955402,26,2741.0
172,562,67.94845762124763,1.0,153.84184066843113,15,161.0
173,563,92.93646309673396,3.0,239.83462712134897,13,88.0
174,576,73.53641064287635,1.0,179.3798917396149,10,21.0
175,592,80.8926453270542,70.0,99.43243924005674,17,1445.0
176,593,143.19974375794203,69.0,104.90967437150738,13,660.0
177,594,113.07324217900212,1.0,145.26356811862144,13,291.0
178,595,211.3011675524544,3.0,236.62814018672003,15,368.0
179,596,37.59152539804139,1.0,92.4363062677604,15,531.0
180,597,59.30562255566963,1.0,99.08811067731308,14,21.0
181,598,139.09994223531572,1.0,193.39592559820323,14,21.0
182,603,205.893724616676,1.0,183.30799982987105,11,28.0
183,620,10.202897290190906,2.0,128.6575384793739,30,6154.0
184,621,9.973182661524149,2.0,156.49974062874912,30,6154.0
185,622,41.82230147177212,436.0,226.95049308190383,6,882.0
186,623,215.9252004864464,69.0,111.0050299679632,15,222.0
187,628,120.0613821421833,1.0,177.68788437757064,15,23.0
188,630,62.18925329883959,1.0,190.0088074314383,17,49.0
189,642,227.57715621320028,1.0,196.1709500410857,6,16.0
190,643,248.18432707314523,1.0,192.63293149719053,13,25.0
191,658,115.211695597249,2.0,161.56353207323593,31,6156.0
192,660,321.7690228024037,436.0,197.68008912120928,22,3490.0
193,663,129.8751818928169,2.0,186.03507388378247,22,59.0
194,665,1.4346196609251514,1.0,146.30781128716023,17,49.0
195,686,192.86853948692823,1.0,119.64799077704544,10,148.0
196,688,114.48324098116224,71.0,146.58076982476445,14,365.0
197,689,72.45900633282902,1.0,227.920926939968,13,298.0
198,690,7.58035591291156,69.0,89.99997027323309,13,361.0
199,691,33.94838901795273,1.0,229.76600619919088,16,22.0
200,694,131.65530155936594,1.0,191.8777746913277,16,23.0
201,710,68.44814631441557,4.0,87.96658263601273,33,6661.0
202,711,9.591929223096209,4.0,131.63123253387897,34,6665.0
203,713,9.149275095781627,1.0,182.48975363950925,34,6665.0
204,714,30.95554591437842,3.0,152.445250110727,29,5645.0
205,715,3.397164038412273,2.0,200.5575586746488,30,6155.0
206,718,119.3888571226645,1.0,192.06512992863483,17,463.0
207,721,45.547853082931326,1.0,238.26306393859903,10,223.0
208,724,153.02261025889257,1.0,240.53341672155256,17,523.0
209,726,85.65549080938855,1.0,179.58660263695947,14,26.0
210,744,9.173575503157986,2.0,124.37817640270184,29,5645.0
211,745,53.8519637589697,2.0,184.72838200265352,31,6150.0
212,750,76.74343331277734,2.0,232.6141375010853,13,162.0
213,751,17.572667383788577,1.0,267.3977147826747,10,223.0
214,770,204.73669793762787,1.0,102.12391806796325,11,887.0
215,777,171.4990792007144,2.0,240.8042920297296,13,95.0
216,778,93.656095123023,71.0,148.7045068210905,14,370.0
217,781,53.40374571190732,1.0,135.516976532,16,328.0
218,783,77.584434652605,1.0,179.15386834159835,13,25.0
219,785,149.90598027830563,2.0,184.53249180815905,23,67.0
220,790,115.70539559873184,1.0,190.76484837418664,12,29.0
221,802,297.5563377676302,2.0,191.21994334721936,28,3856.0
222,805,113.83696066386744,1.0,191.9620081918606,14,457.0
223,811,98.8182571836738,1.0,149.11374883053549,17,523.0
224,816,162.64481388154232,1.0,188.8104446081383,17,237.0
225,817,2.674330945864,1.0,243.4367938773002,15,110.0
226,825,154.0601730540934,1.0,186.24885750327616,10,27.0
227,833,135.94076739018604,1.0,201.0461389383457,8,17.0
228,842,44.21509366149098,2.0,140.75734097450618,13,232.0
229,843,351.0036400283076,1.0,241.1839840157918,10,16.0
230,845,148.97184768924595,71.0,148.2267410117973,16,444.0
231,848,94.34742108918498,1.0,172.66259801735487,11,23.0
232,851,11.780850574596457,5.0,246.03925633001447,16,43.0
233,867,19.188077767516464,3.0,86.42387621191227,17,2192.0
234,868,55.59540725555701,3.0,104.74222539180865,19,3054.0
235,872,237.15987126738145,2.0,196.4860644638004,13,29.0
236,874,116.15555107502428,1.0,145.717492487294,23,636.0
237,876,34.2710044559529,2.0,188.32632660418105,22,61.0
238,877,112.06343527576269,1.0,190.41954344657933,11,33.0
239,887,52.14618383425801,1.0,202.45324441812576,12,12.0
240,888,28.59505056361056,1.0,38.786534410044965,10,10.0
241,889,15.555892647176906,437.0,129.80326731523363,20,3056.0
242,890,105.06775534222164,434.0,168.34650524378253,19,3054.0
243,891,112.47861396254004,3.0,103.17681882415206,22,3924.0
244,892,113.0689553196017,3.0,101.7675373467216,12,3045.0
245,894,102.97758299685512,1.0,183.21855957595108,12,17.0
246,896,123.92934819309662,1.0,182.20191672186823,12,164.0
247,897,48.85153307246902,2.0,186.23499585511465,22,134.0
248,901,97.49124693820616,1.0,204.2956459063735,8,19.0
249,910,0.8893787263304599,1.0,206.56688840631813,12,12.0
250,912,164.65919181650796,1.0,249.23435539795577,17,33.0
251,914,96.60332553260052,3.0,101.04794803998708,11,452.0
252,915,128.4220607869496,3.0,102.6689241647672,14,456.0
253,917,195.2187712869673,71.0,151.21876073090846,21,1321.0
254,918,78.14848560378017,1.0,101.55150662819472,21,322.0
255,919,231.71837562739088,2.0,201.94038011591047,29,1010.0
256,920,23.55542773130986,4.0,201.8030263519176,19,195.0
257,923,130.88324415100516,1.0,189.54259712730223,11,29.0
258,932,54.59229081653408,2.0,200.55762905850344,19,3054.0
259,933,75.13137025397123,431.0,144.2832459189387,20,3485.0
260,935,152.668025396969,4.0,104.25950099496656,17,463.0
261,938,38.41586507045431,1.0,211.8115215061834,12,24.0
262,946,204.511062096852,5.0,253.32028199579364,14,241.0
263,955,15.779119973015623,1.0,253.856946308482,17,42.0
264,966,108.38675888937648,1.0,231.54729849981868,15,24.0
265,967,32.379032394555004,4.0,86.46786088393083,14,26.0
266,968,27.03782354788985,4.0,105.47735624872496,12,24.0
267,969,76.42702884856762,4.0,103.85456001276214,13,25.0
268,973,322.28381588780826,6.0,238.43782319524843,16,298.0
269,977,35.546468570326816,1.0,186.4836041835788,9,25.0
270,1003,50.52157711196684,431.0,139.1514528313087,19,3484.0
271,1005,205.1858330772731,4.0,102.78786001356993,11,23.0
272,1024,37.7493153547515,431.0,147.4803294648152,17,3909.0
273,1028,135.18093583117673,1.0,238.9502707718555,14,18.0
274,1033,112.7651453995588,6.0,102.54950225700333,12,28.0
275,1034,100.80174859980004,6.0,100.92056028163972,12,26.0
276,1038,88.16426331955279,71.0,146.78060718175516,30,1770.0
277,1042,55.32399671310525,1.0,188.95435279252908,12,102.0
278,1057,9.2192273243871,431.0,172.56799876550565,18,4340.0
279,1058,237.29151057728603,431.0,148.15009698936717,17,4327.0
280,1060,212.14732464239904,7.0,103.1762833892322,9,18.0
281,1062,61.11905785644139,98.0,247.75803514791207,35,1447.0
282,1067,229.4031087873456,1.0,195.6241182572992,11,233.0
283,1084,43.736558898160936,1.0,209.1589532963027,16,1741.0
284,1087,129.63255116257957,4.0,102.80508241234436,15,979.0
285,1088,80.87335063068116,3.0,145.02907911919846,9,692.0
286,1089,73.50736283443297,169.0,209.1083655946192,33,1929.0
287,1106,26.049418101400462,1.0,214.4205621104265,16,2172.0
288,1107,123.37454732769156,4.0,101.7143172114172,26,2580.0
289,1108,92.14985672632972,173.0,171.19949337848584,30,1850.0
290,1109,78.8853727351905,1.0,178.28217871037123,27,530.0
291,1121,43.84572497439712,1.0,160.90503312256146,16,2602.0
292,1128,181.5026498429187,3.0,145.03054462131809,17,1418.0
293,1146,95.35846547805218,1.0,185.16133472638631,83,8019.0
294,1147,29.95174163576949,1.0,183.81438724616007,15,2599.0
295,1160,94.65091106926243,1.0,211.93738849196444,36,1252.0
296,1174,49.45922787895271,1.0,214.07943296664263,86,8528.0
297,1176,82.32647658750085,431.0,159.12478999839652,15,3457.0
298,1177,63.7221694119814,1.0,191.81411434741509,14,2596.0
299,1183,75.79039349853468,171.0,122.65457455122224,36,2002.0
300,1184,131.3163825494506,3.0,237.2254996376301,28,2953.0
301,1191,58.26910705402446,1.0,209.3879989983413,10,159.0
302,1204,27.447853194979924,1.0,190.00878396050285,82,8014.0
303,1206,77.66592292108213,1.0,162.0294196968323,85,8524.0
304,1207,4.654211669065208,1.0,199.98458662880603,83,8019.0
305,1209,56.84311923423444,1.0,188.715453019898,13,2595.0
306,1213,74.85360882197202,1.0,84.45955651428994,33,1440.0
307,1214,141.33540288789973,178.0,192.96922688282868,35,2425.0
308,1215,173.94452486521993,1.0,149.26141692479086,34,1227.0
309,1225,252.1013425458114,1.0,187.54531019331472,10,12.0
310,1229,84.43218372164093,1.0,178.876601079926,82,8014.0
311,1230,29.77911707643128,431.0,142.0555494727285,13,2595.0
312,1231,17.56086825944587,431.0,174.8051510603791,14,3026.0
313,1238,145.8359125351111,4.0,147.40051345340413,28,2647.0
314,1246,157.85014622256244,1.0,187.4060372558548,10,159.0
315,1253,35.835422395510385,4.0,26.442793651192687,13,54.0
316,1257,46.98269656169264,1.0,184.4752675481212,85,9021.0
317,1259,205.31878360322548,432.0,165.55407411161912,14,3027.0
318,1271,108.95608676003516,1.0,256.0322870916666,12,308.0
319,1289,32.5485822328082,1.0,171.5723469387857,84,8518.0
320,1290,37.39976328353087,5.0,78.93051822680707,84,8520.0
321,1291,6.959927004165753,6.0,149.03420480353293,83,8515.0
322,1292,5.961918213521425,1.0,180.0,83,8515.0
323,1294,82.99962498377798,5.0,173.6592685902341,86,9024.0
324,1295,3.03695419073127,8.0,113.19691802777204,86,9025.0
325,1296,32.48050212028101,1.0,164.24759294218595,86,9025.0
326,1297,27.67203451024709,4.0,264.2077722312559,85,9021.0
327,1298,0.8915249911144951,6.0,116.56321229157084,86,9025.0
328,1299,155.689963250431,5.0,85.58977477325095,53,3646.0
329,1301,1.1263831102937911,1.0,225.00229781987247,8,24.0
330,1305,111.2942831300754,2.0,132.383940677054,36,2171.0
331,1306,58.29427356073332,193.0,211.2387806227784,33,2836.0
332,1308,57.02710747231178,1.0,245.65499705304865,39,2090.0
333,1309,19.43341384926211,1.0,225.8326637392512,12,162.0
334,1324,118.3583541469808,1.0,170.98601362246586,80,7750.0
335,1326,46.84512717913236,1.0,180.4897363775046,86,9025.0
336,1331,52.38413117716341,4.0,136.13773295172132,34,3076.0
337,1332,73.93180597221705,186.0,221.9356116434664,32,3025.0
338,1333,77.03541801094948,3.0,232.44439830017583,40,1894.0
339,1335,111.7386154271183,1.0,245.58182104275687,26,1591.0
340,1346,56.61232640140489,1.0,267.1022467184178,12,307.0
341,1360,54.41856753308738,6.0,86.21397757638454,7,39.0
342,1362,33.23046946769924,9.0,80.31184641930002,8,42.0
343,1363,9.990390390872609,6.0,118.6084961917224,8,42.0
344,1364,372.713529349432,9.0,90.45537991141975,1,9.0
345,1365,12.87444227526802,5.0,171.11863306216787,86,9024.0
346,1366,1.6895971434773498,5.0,225.00229927916644,86,9024.0
347,1368,55.939880385895975,1.0,169.99119726892764,87,9525.0
348,1378,6.972780479392798,1.0,239.0382914794206,10,232.0
349,1388,76.86202567747866,1.0,184.23675477976417,81,8251.0
350,1389,49.7996415538806,4.0,132.36513799665033,85,9020.0
351,1390,43.42989562669814,4.0,131.63113399577094,85,9517.0
352,1396,145.2896122738383,131.0,177.0547514767229,21,3288.0
353,1397,217.76584729387747,121.0,219.19452261332543,15,3794.0
354,1404,147.4425656533693,6.0,185.0018099636987,8,160.0
355,1411,128.458101495078,3.0,206.59089593582087,14,727.0
356,1417,27.39413788964941,2.0,130.8700562726243,81,8251.0
357,1420,81.98408605137959,432.0,161.85009010862814,13,3027.0
358,1428,140.29014787428437,1.0,189.0222538963692,8,10.0
359,1434,163.3428487784323,3.0,224.7632436938301,11,1382.0
360,1436,96.91091355000032,3.0,155.22295379553168,81,8251.0
361,1437,20.97817498407081,3.0,189.82008588801105,81,8251.0
362,1439,1.77893189242139,3.0,153.43310996713114,81,8251.0
363,1441,31.44588995145763,3.0,25.59024760350752,87,9519.0
364,1450,282.4536191182132,432.0,180.11334066197574,4,1728.0
365,1455,15.220385782685488,19.0,19.856660028415604,31,2172.0
366,1459,93.91376176093108,1.0,188.52824041297885,7,83.0
367,1468,38.804248988076736,1.0,87.04930507520703,10,230.0
368,1471,216.6329645625993,2.0,259.0391698569367,13,1040.0
369,1474,77.73231303013112,2.0,106.81314621196368,81,8251.0
370,1475,8.744489601864245,3.0,180.0,82,8496.0
371,1490,192.417160109268,1.0,186.5806309845561,14,1382.0
372,1495,36.71585087957667,4.0,122.1350599622167,81,8491.0
373,1496,24.50704349032473,4.0,147.59803205813273,81,8491.0
374,1504,372.2494738475778,1.0,263.23347503494585,15,1978.0
375,1516,83.55723208686166,4.0,141.38037983659,73,8384.0
376,1520,13.818273240649262,2.0,236.7704378733204,14,2597.0
377,1521,90.17623891727835,2.0,96.93302551147974,15,3558.0
378,1522,58.67267134531651,2.0,95.51697365120124,21,3972.0
379,1524,159.02736213373896,2.0,93.82822863096249,27,2983.0
380,1529,79.79262988949677,216.0,250.1165967052821,19,1656.0
381,1532,23.45152293845645,1.0,180.0,6,81.0
382,1540,129.9268846390317,4.0,134.96527238841804,41,6574.0
383,1542,6.973065854155811,4.0,120.96170854274568,68,8450.0
384,1548,387.67600115821705,1.0,236.31704562754112,11,826.0
385,1568,176.24060183114145,2.0,203.4830331997049,21,1424.0
386,1586,54.20494293328396,1.0,191.0413429284536,12,1379.0
387,1589,106.141699581243,3.0,154.3840802089212,21,5025.0
388,1590,393.3211260727442,432.0,127.73040504615447,4,1728.0
389,1603,112.90180365062886,427.0,84.21943901085814,9,1319.0
390,1605,59.485665893527695,427.0,84.59640737868159,8,1318.0
391,1606,21.889253886054743,21.0,123.10917031767286,11,2185.0
392,1619,199.4992441938449,1.0,188.098161054836,14,1394.0
393,1634,172.84814076559618,2.0,252.27741174933263,8,552.0
394,1645,14.607693844524148,342.0,209.3597426063527,11,1416.0
395,1646,39.7267216489976,2.0,95.19386031380554,12,1422.0
396,1647,104.95157031154892,342.0,236.005831192634,9,1056.0
397,1649,230.13675123830487,1.0,182.2050678823473,15,3400.0
398,1651,47.22133530182913,3.0,148.4536999684268,19,4520.0
399,1662,134.29552999852032,2.0,193.0496161385939,18,1448.0
400,1665,327.60100995172394,341.0,230.79181221720745,13,1407.0
401,1668,60.104646822657294,3.0,172.78037734636553,18,4017.0
402,1670,176.65998529490432,5.0,105.6492991620512,6,866.0
403,1674,199.1296736017597,2.0,216.07080689557665,7,823.0
404,1684,160.51677967605306,243.0,200.6558129058607,17,1535.0
405,1695,8.767817205880656,2.0,219.47473369414624,18,4017.0
406,1706,74.51769059947097,2.0,191.837751433407,23,5990.0
407,1710,39.51423000648015,432.0,91.15708556253044,4,1296.0
408,1712,139.1882394707755,5.0,94.57922223781536,6,1728.0
409,1716,160.82280325516504,2.0,181.91906516664253,16,1640.0
410,1720,158.23044236868364,1.0,198.4188945110733,16,1369.0
411,1728,69.51986230564272,1.0,185.9299332881301,12,728.0
412,1733,89.16141248049142,1.0,108.29798741043707,18,3428.0
413,1734,254.62289195820344,176.0,198.4915341306056,13,1792.0
414,1737,79.02484606983057,1.0,203.71018596540927,27,6981.0
415,1743,199.3119017862228,1.0,174.6338344739802,13,1088.0
416,1746,226.50237034385307,2.0,204.14950899202267,18,3628.0
417,1747,69.91460140302544,3.0,108.18428809527244,15,3400.0
418,1748,212.16197728490624,325.0,203.1621532142327,14,3066.0
419,1749,106.49596622591592,1.0,112.98570686240475,12,1601.0
420,1756,59.16309394020622,243.0,204.1646430106639,15,1434.0
421,1759,183.0983271641892,20.0,210.06119569979583,15,1095.0
422,1765,117.71746973764638,2.0,210.16450994615548,24,4993.0
423,1767,135.16569727284238,1.0,110.66592843120408,8,824.0
424,1770,150.66157690364173,272.0,259.4019934596428,10,825.0
425,1774,110.77921896178955,1.0,188.56719988202488,15,1902.0
426,1775,15.494111645328935,270.0,258.1123264426123,15,2173.0
427,1780,6.964923792610967,270.0,246.3723323763121,15,2174.0
428,1781,40.46452508877813,2.0,192.52981393185,14,2173.0
429,1782,14.040397879750111,272.0,235.40990133948708,14,2444.0
430,1788,54.19529692444573,243.0,202.37751929689,12,1041.0
431,1790,5.886892382585671,342.0,241.70118008369533,15,1738.0
432,1801,188.67473699046525,1.0,103.85244421117972,9,824.0
433,1802,38.34575216262636,272.0,227.52851350444547,11,1095.0
434,1806,99.92048484654516,2.0,217.1654321344,14,2173.0
435,1808,1.7791102673132182,2.0,153.43310992441366,14,2173.0
436,1809,72.94910906803831,1.0,98.18688772298674,14,1638.0
437,1812,29.35034955113376,1.0,97.0277248016709,16,1640.0
438,1813,1.7791097963353828,1.0,153.43311009329796,16,1640.0
439,1815,190.7439459604431,1.0,103.74920494132029,22,1935.0
440,1816,2.6686667029680127,1.0,153.4331084176265,16,1640.0
441,1817,51.95651979654721,242.0,211.78665624060807,13,1308.0
442,1825,37.77145139725992,272.0,219.3350563440989,11,1096.0
443,1835,105.98497342036528,2.0,179.34391289318523,16,3489.0
444,1836,8.542177182907103,2.0,207.76044759217504,19,3990.0
445,1842,160.50938186467525,26.0,249.9188111877605,13,1084.0
446,1843,9.067195866168936,21.0,195.25629303165576,13,1088.0
447,1845,15.516197526867156,21.0,228.12445667980896,13,1088.0
448,1853,275.0434249199141,8.0,256.91852778265854,1,8.0
449,1854,5.098434381479227,16.0,218.662059271735,14,1972.0
